Feature,Importance
Engine_RPM,0.3763720814044307
Fuel_Pressure,0.15830300468539327
Lub_Oil_Temperature,0.14273712240183284
Lub_Oil_Pressure,0.12015805023805166
Coolant_Temperature,0.10251198618868648
Coolant_Pressure,0.09991775508160505
